Word,Style,Weight
fed,literary,0.5
hinges,literary,1.0
doorway,literary,1.0
hayfields,literary,1.0
senses,literary,0.5
callous,literary,1.0
ghettos,literary,1.0
mathias,literary,1.0
fooling,literary,1.0
lousy,literary,0.5
gumming,literary,1.0
folklore,literary,0.5
rak,literary,1.0
annoyed,literary,1.0
freeway,literary,0.5
turkeys,literary,1.0
into,literary,0.3333333333333333
introspective,literary,1.0
husband,literary,0.3333333333333333
crowding,literary,0.5
luminous,literary,0.3333333333333333
armide,literary,1.0
experiences,literary,0.3333333333333333
streets,literary,0.3333333333333333
sing,literary,0.3333333333333333
before,literary,0.3333333333333333
overloud,literary,1.0
anybody,literary,0.3333333333333333
renoir,literary,0.5
charlotte,literary,1.0
porridge,literary,1.0
musicians,literary,0.3333333333333333
flopped,literary,1.0
jinx,literary,1.0
bikinis,literary,1.0
enchanted,literary,1.0
sneer,literary,1.0
sweetheart,literary,1.0
shed,literary,0.5
summon,literary,1.0
sensual,literary,1.0
trifle,literary,0.5
harpy,literary,1.0
armload,literary,1.0
dictum,literary,1.0
chinked,literary,1.0
elfin,literary,1.0
adventure,literary,0.5
can,literary,0.3333333333333333
furniture,literary,0.3333333333333333
whatsoever,literary,0.5
bothers,literary,1.0
irish,literary,0.5
stupidity,literary,0.3333333333333333
flannagan,literary,1.0
painted,literary,0.3333333333333333
rearrange,literary,1.0
pathetic,literary,0.5
politic,literary,1.0
lather,literary,1.0
uncomfortably,literary,0.5
jollying,literary,1.0
dig,literary,0.3333333333333333
rocky,literary,0.5
warped,literary,1.0
cluster,literary,0.3333333333333333
yard,literary,0.5
sonuvabitch,literary,1.0
joel,literary,1.0
caps,literary,0.5
faltered,literary,1.0
marriages,literary,0.3333333333333333
daybed,literary,1.0
pajamas,literary,1.0
unqualified,literary,1.0
uncolored,literary,1.0
supper,literary,0.5
grandparents,literary,0.5
huh,literary,1.0
bumptious,literary,1.0
mocking,literary,0.5
magnificently,literary,0.5
soldiers,literary,0.5
bent,literary,0.3333333333333333
uncomfortable,literary,0.5
pottery,literary,0.5
threw,literary,0.3333333333333333
retribution,literary,0.5
christmas,literary,0.3333333333333333
abel,literary,0.5
cardinals,literary,0.5
prostitution,literary,0.5
answering,literary,0.3333333333333333
probly,literary,1.0
fiery,literary,0.5
scholastic,literary,0.5
cop,literary,0.5
barrier,literary,0.3333333333333333
stint,literary,0.5
sluggishly,literary,1.0
eroded,literary,1.0
subtracted,literary,1.0
scooted,literary,1.0
threading,literary,1.0
coughlin,literary,1.0
web,literary,0.5
hiccups,literary,1.0
drowned,literary,1.0
davao,literary,1.0
kezziah,literary,1.0
vase,literary,0.5
eggs,literary,0.3333333333333333
not,literary,0.3333333333333333
detectors,literary,0.5
crunched,literary,1.0
cage,literary,0.5
committed,literary,0.5
focusing,literary,0.3333333333333333
headstones,literary,1.0
arched,literary,0.5
nephew,literary,1.0
inviting,literary,0.3333333333333333
confederate,literary,1.0
indoctrination,literary,1.0
exorcise,literary,1.0
fortunes,literary,1.0
lush,literary,0.5
deprived,literary,0.5
brute,literary,1.0
evicted,literary,0.5
outface,literary,1.0
dextrous,literary,1.0
insane,literary,1.0
fulbright,literary,0.5
bolting,literary,1.0
sloan,literary,1.0
clamped,literary,1.0
throat,literary,0.5
blinds,literary,0.5
kitten,literary,1.0
pants,literary,1.0
suffering,literary,0.3333333333333333
tollgate,literary,1.0
catholics,literary,0.5
cackled,literary,1.0
dangerously,literary,0.5
papal,literary,0.5
avoidance,literary,0.5
foreheads,literary,1.0
caucasian,literary,1.0
mornings,literary,1.0
cubes,literary,0.3333333333333333
exit,literary,0.5
here,literary,0.3333333333333333
testily,literary,1.0
pat,literary,0.5
painfully,literary,0.5
gripping,literary,1.0
amulets,literary,1.0
clasping,literary,0.5
cry,literary,0.5
jotting,literary,1.0
boxcars,literary,1.0
bleats,literary,1.0
orient,literary,0.5
fleas,literary,1.0
parish,literary,0.5
salacious,literary,1.0
protuberance,literary,1.0
overdone,literary,1.0
pollen,literary,0.5
lap,literary,0.3333333333333333
sensational,literary,0.5
broadened,literary,0.3333333333333333
terrestrial,literary,0.5
withdrawal,literary,0.3333333333333333
easthampton,literary,1.0
lecher,literary,1.0
spinning,literary,0.3333333333333333
westfield,literary,0.5
pain,literary,0.3333333333333333
preparing,literary,0.3333333333333333
spoke,literary,0.3333333333333333
mcfeely,literary,1.0
blooded,literary,1.0
irritated,literary,1.0
chugging,literary,1.0
austere,literary,0.5
proclamation,literary,1.0
freshness,literary,0.5
bench,literary,0.3333333333333333
salmon,literary,0.5
pleaded,literary,0.5
enveloping,literary,1.0
multitude,literary,0.5
peter,literary,0.3333333333333333
chest,literary,0.3333333333333333
glazed,literary,1.0
souvenirs,literary,1.0
sans,literary,0.5
friday,literary,0.3333333333333333
vintage,literary,1.0
disdain,literary,1.0
loathing,literary,1.0
monosyllables,literary,1.0
berated,literary,1.0
folds,literary,1.0
vibrated,literary,1.0
judging,literary,0.3333333333333333
boiled,literary,0.5
smelt,literary,0.5
twinges,literary,1.0
riven,literary,1.0
lunged,literary,1.0
flustered,literary,1.0
drowning,literary,1.0
schuyler,literary,0.5
harro,literary,1.0
ferreted,literary,1.0
seward,literary,1.0
pagan,literary,1.0
thank,literary,0.3333333333333333
inwardly,literary,1.0
riverbank,literary,1.0
sleepy,literary,1.0
joseph,literary,0.3333333333333333
manhattan,literary,0.3333333333333333
satisfactions,literary,1.0
knelt,literary,1.0
swarming,literary,1.0
bereavement,literary,0.5
which,literary,0.3333333333333333
refuses,literary,0.5
salesmen,literary,0.5
francie,literary,1.0
regaled,literary,1.0
unnaturally,literary,1.0
dough,literary,0.3333333333333333
eskimo,literary,1.0
twist,literary,0.3333333333333333
profoundly,literary,0.5
proliferation,literary,0.3333333333333333
deacons,literary,1.0
fingered,literary,0.5
hajime,literary,1.0
conciliatory,literary,0.5
olive,literary,0.3333333333333333
discoveries,literary,0.3333333333333333
neatly,literary,0.5
copies,literary,0.3333333333333333
distrust,literary,1.0
exultantly,literary,1.0
saint,literary,0.5
depressions,literary,0.5
leered,literary,1.0
dwelt,literary,1.0
burt,literary,1.0
wretched,literary,1.0
up,literary,0.3333333333333333
snippy,literary,1.0
buzzing,literary,0.5
catalogued,literary,1.0
keeps,literary,0.3333333333333333
visiting,literary,0.3333333333333333
whirled,literary,0.5
comment,literary,0.3333333333333333
amazed,literary,1.0
callers,literary,0.5
refuse,literary,0.3333333333333333
philibert,literary,1.0
bloated,literary,1.0
essayed,literary,1.0
forepaws,literary,1.0
hills,literary,0.3333333333333333
quill,literary,1.0
fabric,literary,0.5
priming,literary,1.0
brotherhood,literary,1.0
eliot,literary,1.0
analyzing,literary,0.3333333333333333
impersonal,literary,0.3333333333333333
butt,literary,1.0
oversubscribed,literary,0.5
poupin,literary,1.0
hulks,literary,0.5
scornful,literary,1.0
homemakers,literary,0.5
football,literary,0.3333333333333333
joyce,literary,0.5
tender,literary,0.5
waiting,literary,0.3333333333333333
plug,literary,0.3333333333333333
ringing,literary,0.5
kindled,literary,1.0
parade,literary,0.5
confused,literary,0.3333333333333333
jumble,literary,0.5
laden,literary,0.5
bluster,literary,1.0
milord,literary,1.0
diamond,literary,0.3333333333333333
eaten,literary,0.5
tensely,literary,1.0
cables,literary,0.5
waste,literary,0.3333333333333333
farm,literary,0.3333333333333333
mound,literary,0.3333333333333333
michael,literary,0.3333333333333333
checkbook,literary,1.0
kingston,literary,1.0
excitedly,literary,1.0
in,literary,0.3333333333333333
gleeful,literary,1.0
gauge,literary,0.3333333333333333
keyboard,literary,0.5
commissions,literary,0.5
bicycle,literary,0.5
stubbornly,literary,1.0
tract,literary,0.3333333333333333
hamilton,literary,0.5
shock,literary,0.5
cutest,literary,1.0
lummox,literary,1.0
scared,literary,0.5
malevolence,literary,1.0
spic,literary,1.0
dealers,literary,0.3333333333333333
misguided,literary,1.0
undo,literary,0.5
concetta,literary,1.0
absolution,literary,1.0
barns,literary,1.0
backward,literary,0.3333333333333333
bewitched,literary,1.0
clearer,literary,0.5
moth,literary,0.5
brocaded,literary,1.0
beforehand,literary,1.0
drawer,literary,1.0
seekingly,literary,1.0
hoarse,literary,1.0
jeweled,literary,1.0
metabolism,literary,1.0
worried,literary,1.0
absurdity,literary,1.0
buffet,literary,0.5
rathbone,literary,1.0
sympathetic,literary,0.3333333333333333
crafter,literary,1.0
cursed,literary,0.5
deegan,literary,1.0
strikingly,literary,0.3333333333333333
climb,literary,0.5
transformed,literary,0.3333333333333333
foals,literary,1.0
flounced,literary,1.0
contorted,literary,1.0
refilled,literary,1.0
handicap,literary,0.5
filched,literary,1.0
backing,literary,0.5
abyss,literary,0.5
reminders,literary,1.0
bicarbonate,literary,1.0
nests,literary,1.0
flats,literary,0.5
telephoned,literary,0.3333333333333333
rained,literary,1.0
gregarious,literary,0.5
sailing,literary,0.5
funeral,literary,0.3333333333333333
magenta,literary,0.5
superior,literary,0.3333333333333333
barber,literary,0.5
bucer,literary,1.0
conquer,literary,0.3333333333333333
croaking,literary,1.0
confide,literary,1.0
brows,literary,1.0
jane,literary,0.5
packing,literary,0.3333333333333333
robed,literary,1.0
pow,literary,1.0
grinned,literary,1.0
anecdotes,literary,1.0
wilson,literary,0.3333333333333333
tomb,literary,0.5
creep,literary,0.3333333333333333
michelson,literary,1.0
canoe,literary,1.0
oblige,literary,1.0
splashing,literary,1.0
squealed,literary,1.0
streaming,literary,0.3333333333333333
owed,literary,0.3333333333333333
gout,literary,1.0
widened,literary,1.0
cup,literary,0.3333333333333333
reality,literary,0.3333333333333333
cracking,literary,0.3333333333333333
socially,literary,0.3333333333333333
prosopopoeia,literary,1.0
reciprocal,literary,0.3333333333333333
glisten,literary,1.0
bankruptcy,literary,0.3333333333333333
lined,literary,0.5
cheaply,literary,1.0
teasing,literary,1.0
reprisals,literary,0.5
buckles,literary,1.0
hawked,literary,1.0
softening,literary,0.3333333333333333
those,literary,0.3333333333333333
irritability,literary,1.0
most,literary,0.3333333333333333
loudest,literary,1.0
teaspoonful,literary,1.0
fatter,literary,0.5
seasonal,literary,0.3333333333333333
gentians,literary,1.0
banished,literary,1.0
secesh,literary,1.0
marquees,literary,1.0
anguished,literary,1.0
choke,literary,0.3333333333333333
aft,literary,0.5
prospect,literary,0.3333333333333333
soothing,literary,1.0
indeterminate,literary,0.5
stupidly,literary,1.0
chaffing,literary,1.0
proprietorship,literary,1.0
enervating,literary,1.0
badgering,literary,1.0
invalid,literary,0.3333333333333333
tidbits,literary,1.0
is,literary,0.3333333333333333
misjudged,literary,1.0
teacher,literary,0.3333333333333333
tolerated,literary,0.3333333333333333
fishers,literary,1.0
kibbutzim,literary,1.0
cacophony,literary,1.0
policeman,literary,0.5
slop,literary,1.0
content,literary,0.3333333333333333
marred,literary,1.0
tom,literary,0.3333333333333333
vine,literary,1.0
strips,literary,0.5
puzzled,literary,0.5
pompously,literary,1.0
swears,literary,1.0
faim,literary,1.0
litter,literary,1.0
doorknob,literary,1.0
apologetically,literary,0.3333333333333333
sentinel,literary,1.0
punishments,literary,1.0
biscuits,literary,1.0
donated,literary,0.3333333333333333
peaks,literary,0.3333333333333333
rumbling,literary,1.0
bridle,literary,1.0
untruth,literary,1.0
frothy,literary,1.0
densest,literary,1.0
band,literary,0.3333333333333333
implements,literary,0.3333333333333333
albany,literary,0.5
hysterical,literary,1.0
cautious,literary,0.3333333333333333
emanations,literary,1.0
bulky,literary,0.3333333333333333
rivers,literary,0.5
scouring,literary,0.5
spangle,literary,1.0
shipments,literary,0.5
knuckle,literary,1.0
doin,literary,1.0
boundless,literary,1.0
solitary,literary,0.5
pursuer,literary,1.0
impulses,literary,0.5
bridesmaids,literary,0.5
whoever,literary,1.0
berthelier,literary,1.0
handful,literary,0.3333333333333333
mist,literary,0.3333333333333333
rattle,literary,1.0
quart,literary,1.0
justness,literary,1.0
recriminations,literary,1.0
invitation,literary,0.5
resentful,literary,1.0
blurred,literary,0.5
movers,literary,0.5
wendell,literary,0.5
gang,literary,0.5
tuhulhulzote,literary,1.0
housework,literary,1.0
mumbling,literary,1.0
picks,literary,0.3333333333333333
burkette,literary,1.0
bannnnnng,literary,1.0
refreshed,literary,0.5
wedding,literary,0.5
borne,literary,0.3333333333333333
bedpost,literary,1.0
brandishing,literary,1.0
hiking,literary,1.0
such,literary,0.3333333333333333
flannagans,literary,1.0
trestles,literary,1.0
liking,literary,0.5
ungodly,literary,1.0
vibrant,literary,1.0
perpetual,literary,1.0
stuff,literary,0.5
incensed,literary,1.0
torment,literary,1.0
shoelaces,literary,1.0
sewickley,literary,1.0
amateur,literary,0.3333333333333333
raucously,literary,1.0
tuxapoka,literary,1.0
with,literary,0.3333333333333333
tragedy,literary,0.3333333333333333
humor,literary,0.5
redhook,literary,1.0
blasted,literary,0.5
afternoons,literary,0.5
slaves,literary,0.5
marry,literary,0.5
fortifications,literary,1.0
intensely,literary,0.5
brandon,literary,1.0
immediacy,literary,0.5
braver,literary,1.0
winter,literary,0.3333333333333333
unglued,literary,1.0
sixteen,literary,0.3333333333333333
them,literary,0.3333333333333333
psychopathic,literary,1.0
gusto,literary,1.0
messages,literary,0.3333333333333333
desperately,literary,1.0
smacked,literary,1.0
shrilled,literary,1.0
all,literary,0.3333333333333333
reflections,literary,0.5
affairs,literary,0.3333333333333333
martingale,literary,1.0
odor,literary,0.5
dozed,literary,1.0
impatient,literary,0.5
downpour,literary,1.0
transit,literary,0.3333333333333333
eileen,literary,0.5
reckless,literary,0.5
prayerbooks,literary,1.0
worrisome,literary,1.0
ranted,literary,1.0
will,literary,0.3333333333333333
attired,literary,1.0
intrusions,literary,0.5
fingers,literary,0.3333333333333333
sharks,literary,1.0
tempt,literary,1.0
vowels,literary,0.5
entertained,literary,0.3333333333333333
corduroys,literary,1.0
graciously,literary,0.5
spruce,literary,1.0
impressive,literary,0.3333333333333333
curtail,literary,1.0
dripped,literary,1.0
christianity,literary,0.3333333333333333
firsthand,literary,1.0
ada,literary,0.5
charming,literary,0.5
tuborg,literary,1.0
miyagi,literary,1.0
veterinarian,literary,1.0
drama,literary,0.3333333333333333
prints,literary,0.5
obeying,literary,1.0
acre,literary,0.3333333333333333
shutters,literary,1.0
contest,literary,0.3333333333333333
okay,literary,1.0
ainus,literary,1.0
spectacle,literary,0.3333333333333333
picasso,literary,0.3333333333333333
imperiously,literary,1.0
washer,literary,0.5
confounded,literary,1.0
coloring,literary,1.0
bothersome,literary,1.0
lazy,literary,0.3333333333333333
theatre,literary,0.3333333333333333
incongruity,literary,1.0
passive,literary,0.3333333333333333
puffed,literary,1.0
fluff,literary,1.0
ham,literary,0.5
sensible,literary,0.5
closet,literary,1.0
daddy,literary,1.0
snapping,literary,0.5
hunting,literary,0.3333333333333333
jury,literary,0.3333333333333333
fray,literary,1.0
complains,literary,1.0
regal,literary,1.0
stairway,literary,1.0
innocent,literary,0.5
swathed,literary,1.0
suitcases,literary,0.5
grappling,literary,0.5
snakes,literary,0.5
hides,literary,0.3333333333333333
armor,literary,1.0
emotions,literary,0.3333333333333333
parchment,literary,1.0
warn,literary,0.5
angular,literary,0.3333333333333333
brazen,literary,1.0
throw,literary,0.3333333333333333
nested,literary,1.0
threshold,literary,0.3333333333333333
glided,literary,1.0
glittering,literary,1.0
skullcap,literary,1.0
fences,literary,1.0
selfish,literary,0.5
stables,literary,1.0
scheming,literary,1.0
meals,literary,0.3333333333333333
queried,literary,0.5
boundary,literary,0.3333333333333333
irritably,literary,1.0
bulged,literary,1.0
coffers,literary,1.0
happier,literary,0.5
gesticulated,literary,1.0
sides,literary,0.3333333333333333
wailed,literary,0.5
wally,literary,0.5
sergeant,literary,1.0
vernal,literary,1.0
ishii,literary,1.0
punished,literary,0.3333333333333333
specters,literary,1.0
shy,literary,1.0
billy,literary,0.5
inning,literary,0.5
apocalyptic,literary,1.0
em,literary,0.5
childlike,literary,1.0
dilatation,literary,1.0
overindulged,literary,1.0
legs,literary,0.3333333333333333
defend,literary,0.3333333333333333
heights,literary,0.3333333333333333
reward,literary,0.3333333333333333
proportion,literary,0.3333333333333333
nymphomaniac,literary,1.0
fur,literary,0.5
adolescent,literary,1.0
airplane,literary,0.3333333333333333
disengagement,literary,1.0
banter,literary,1.0
santa,literary,0.5
disputable,literary,1.0
listeners,literary,1.0
saturday,literary,0.3333333333333333
trudged,literary,1.0
unfaithful,literary,1.0
woke,literary,0.5
stealing,literary,0.3333333333333333
surgeon,literary,1.0
abernathys,literary,1.0
photorealism,literary,1.0
bums,literary,1.0
nor,literary,0.3333333333333333
heads,literary,0.3333333333333333
angel,literary,0.5
ahah,literary,1.0
tuscany,literary,1.0
liliputian,literary,1.0
dealerships,literary,1.0
broiled,literary,1.0
stammered,literary,1.0
poltawa,literary,1.0
indoors,literary,1.0
carver,literary,1.0
slap,literary,1.0
querulous,literary,1.0
gardened,literary,1.0
presbyterian,literary,0.5
swinburne,literary,0.5
reclaimed,literary,1.0
tan,literary,1.0
facade,literary,1.0
optimism,literary,0.3333333333333333
wrenches,literary,1.0
seasons,literary,0.5
crumbling,literary,1.0
viselike,literary,1.0
gotta,literary,1.0
killed,literary,0.3333333333333333
hurry,literary,0.5
disciplined,literary,1.0
athens,literary,0.5
curved,literary,0.5
awaken,literary,1.0
prettiest,literary,1.0
oughta,literary,1.0
twisting,literary,0.3333333333333333
mavis,literary,1.0
loyalists,literary,0.5
reverend,literary,0.5
disturbed,literary,0.3333333333333333
torah,literary,1.0
colloquy,literary,1.0
gunny,literary,1.0
warships,literary,1.0
manor,literary,0.5
fifty,literary,0.3333333333333333
walked,literary,0.3333333333333333
stumbled,literary,1.0
paved,literary,1.0
nuances,literary,1.0
courtiers,literary,1.0
v,literary,0.3333333333333333
lurched,literary,1.0
tucked,literary,0.5
tidiness,literary,1.0
duplication,literary,0.3333333333333333
southernisms,literary,1.0
bachelor,literary,0.3333333333333333
delicacy,literary,1.0
freight,literary,0.3333333333333333
infuriated,literary,0.5
bustle,literary,1.0
unprotected,literary,0.5
decrees,literary,0.5
expectantly,literary,1.0
underhanded,literary,1.0
sparling,literary,1.0
hens,literary,1.0
ignore,literary,0.3333333333333333
stains,literary,0.5
births,literary,0.5
limits,literary,0.3333333333333333
gabble,literary,1.0
di,literary,0.5
hesitancy,literary,0.3333333333333333
pitt,literary,1.0
hudson,literary,0.3333333333333333
spectacles,literary,1.0
sandy,literary,0.5
enchanting,literary,0.5
ribbon,literary,0.3333333333333333
willie,literary,0.5
poured,literary,0.3333333333333333
connect,literary,0.3333333333333333
differed,literary,0.5
cups,literary,0.5
thankfulness,literary,1.0
psychiatry,literary,1.0
manufacture,literary,0.3333333333333333
flaxen,literary,1.0
me,literary,0.3333333333333333
appian,literary,1.0
bravely,literary,1.0
bristling,literary,1.0
defects,literary,0.3333333333333333
mess,literary,0.5
searchlight,literary,1.0
den,literary,0.5
austerity,literary,1.0
coin,literary,0.5
redheader,literary,1.0
lingered,literary,1.0
procurer,literary,1.0
springfield,literary,0.5
bathyrans,literary,1.0
midair,literary,0.5
pews,literary,1.0
predicting,literary,0.5
romantic,literary,0.3333333333333333
knuckles,literary,0.5
pose,literary,0.5
eugenia,literary,1.0
taller,literary,1.0
blois,literary,1.0
dishonor,literary,1.0
darkly,literary,1.0
claire,literary,1.0
courageous,literary,0.5
populations,literary,0.3333333333333333
populate,literary,1.0
upstate,literary,1.0
spoon,literary,0.5
abbey,literary,0.5
wrapper,literary,1.0
rebels,literary,0.3333333333333333
eagle,literary,1.0
kate,literary,0.5
mariner,literary,1.0
splendid,literary,0.5
drives,literary,0.3333333333333333
cooper,literary,0.5
serge,literary,1.0
mattered,literary,1.0
gunpowder,literary,1.0
shawl,literary,1.0
slippery,literary,0.5
sensations,literary,0.3333333333333333
overheat,literary,1.0
insist,literary,0.3333333333333333
irvin,literary,1.0
enroll,literary,0.5
feeble,literary,0.3333333333333333
thum,literary,1.0
academy,literary,0.3333333333333333
bewilderedly,literary,1.0
miro,literary,1.0
glad,literary,0.3333333333333333
bride,literary,0.5
wicked,literary,1.0
blissful,literary,1.0
financing,literary,0.3333333333333333
calvin,literary,1.0
somewheres,literary,1.0
peaked,literary,1.0
peddler,literary,0.5
quoting,literary,0.5
mightily,literary,1.0
odd,literary,0.3333333333333333
starving,literary,1.0
excuse,literary,1.0
thrifty,literary,1.0
brave,literary,1.0
similarly,literary,0.3333333333333333
fielder,literary,1.0
lumbering,literary,1.0
spire,literary,1.0
shifting,literary,0.3333333333333333
tent,literary,0.5
guts,literary,1.0
stills,literary,1.0
thumbs,literary,1.0
of,literary,0.3333333333333333
coat,literary,0.3333333333333333
outta,literary,1.0
coals,literary,1.0
mama,literary,1.0
fleeing,literary,0.3333333333333333
cathedral,literary,0.5
slit,literary,0.5
dissolve,literary,1.0
sandals,literary,1.0
strained,literary,0.5
aroused,literary,0.3333333333333333
alligator,literary,1.0
funk,literary,1.0
accuracy,literary,0.3333333333333333
wheeling,literary,1.0
unavailable,literary,0.5
guiding,literary,0.3333333333333333
espionage,literary,1.0
gentry,literary,1.0
psychologist,literary,0.3333333333333333
grovel,literary,1.0
flounder,literary,1.0
leaves,literary,0.3333333333333333
girl,literary,0.3333333333333333
brutal,literary,0.5
estates,literary,1.0
rustling,literary,1.0
catchee,literary,1.0
womb,literary,1.0
doorways,literary,1.0
overseas,literary,0.3333333333333333
dressing,literary,1.0
asses,literary,1.0
retied,literary,1.0
appleby,literary,1.0
fright,literary,1.0
eternal,literary,0.5
roulette,literary,1.0
teeth,literary,0.5
stuck,literary,0.3333333333333333
ghetto,literary,0.5
sill,literary,1.0
raphael,literary,1.0
clips,literary,1.0
nodding,literary,1.0
assertive,literary,1.0
patrons,literary,0.5
sheer,literary,0.5
descending,literary,0.5
greenly,literary,1.0
lilt,literary,1.0
rue,literary,0.5
loosen,literary,0.5
quickening,literary,1.0
lewd,literary,1.0
devil,literary,1.0
occasions,literary,0.3333333333333333
dashwood,literary,1.0
haunting,literary,1.0
lightened,literary,1.0
fitzroy,literary,1.0
ticonderoga,literary,1.0
displeasure,literary,0.5
powder,literary,0.5
alike,literary,0.3333333333333333
nervous,literary,0.3333333333333333
knit,literary,0.3333333333333333
mumbled,literary,1.0
webber,literary,1.0
observed,literary,0.3333333333333333
redcoats,literary,1.0
sobibor,literary,1.0
calumny,literary,1.0
airs,literary,1.0
colonies,literary,0.3333333333333333
fading,literary,1.0
scare,literary,1.0
crooked,literary,1.0
unhurriedly,literary,1.0
fancy,literary,0.5
reverent,literary,1.0
cremate,literary,1.0
pot,literary,0.5
pharmacist,literary,1.0
dramatics,literary,1.0
presenting,literary,0.3333333333333333
hepatitis,literary,1.0
thimble,literary,1.0
campmate,literary,1.0
bologna,literary,1.0
intuitions,literary,1.0
persuaded,literary,1.0
spume,literary,1.0
impending,literary,1.0
multitudinous,literary,1.0
appointments,literary,0.5
ruined,literary,0.5
sheath,literary,0.5
pups,literary,1.0
dingy,literary,1.0
die,literary,0.3333333333333333
denying,literary,0.3333333333333333
larkspur,literary,1.0
avenue,literary,0.3333333333333333
incidentally,literary,0.3333333333333333
honestly,literary,0.3333333333333333
yorker,literary,0.5
brow,literary,1.0
overturning,literary,1.0
cunning,literary,1.0
ass,literary,1.0
globocnik,literary,1.0
bern,literary,1.0
miswritten,literary,1.0
moonlight,literary,1.0
guest,literary,0.3333333333333333
poplin,literary,1.0
intern,literary,0.3333333333333333
licked,literary,0.5
yankee,literary,0.5
chilled,literary,0.5
speck,literary,0.5
refolded,literary,1.0
screamed,literary,1.0
hutments,literary,1.0
gagging,literary,1.0
cares,literary,1.0
curtained,literary,1.0
fight,literary,0.3333333333333333
fontainebleau,literary,1.0
disheveled,literary,1.0
finishing,literary,0.3333333333333333
yellowing,literary,1.0
fille,literary,1.0
obstruct,literary,0.5
keyhole,literary,0.5
awful,literary,1.0
outsized,literary,1.0
beverly,literary,0.5
pondering,literary,0.5
trig,literary,1.0
rampart,literary,1.0
watery,literary,1.0
tantalizing,literary,1.0
rudeness,literary,1.0
endless,literary,0.3333333333333333
showers,literary,1.0
guided,literary,0.3333333333333333
basket,literary,0.5
version,literary,0.3333333333333333
prop,literary,0.5
transcending,literary,0.5
condensed,literary,0.3333333333333333
reunions,literary,1.0
barrels,literary,1.0
bathroom,literary,1.0
banisters,literary,1.0
doll,literary,1.0
complain,literary,1.0
recalling,literary,1.0
kick,literary,0.5
thanked,literary,1.0
cape,literary,0.3333333333333333
inquired,literary,0.5
deserved,literary,0.5
mommor,literary,1.0
terrifying,literary,0.5
entertain,literary,0.5
league,literary,0.3333333333333333
kahler,literary,1.0
fabricius,literary,1.0
bosoms,literary,1.0
cleared,literary,0.3333333333333333
theresa,literary,1.0
scientifically,literary,0.5
churchgoing,literary,1.0
quarry,literary,1.0
lied,literary,0.5
boredom,literary,1.0
bolted,literary,0.5
wrist,literary,0.5
staring,literary,1.0
ornately,literary,1.0
lifetime,literary,0.3333333333333333
rabbi,literary,1.0
willya,literary,1.0
twinge,literary,1.0
barrel,literary,0.5
purify,literary,1.0
loving,literary,0.3333333333333333
spun,literary,0.5
benches,literary,0.5
aqueducts,literary,0.5
suspension,literary,0.5
revolved,literary,0.5
boats,literary,0.5
sealing,literary,0.5
pike,literary,0.5
grasses,literary,1.0
dragon,literary,1.0
tony,literary,0.3333333333333333
myra,literary,1.0
munching,literary,1.0
crawled,literary,1.0
liquidation,literary,0.3333333333333333
gambling,literary,0.5
dully,literary,1.0
lakes,literary,1.0
beseech,literary,1.0
unhappily,literary,0.5
cowboy,literary,1.0
unquestionably,literary,0.5
chaplain,literary,1.0
paint,literary,0.5
subconsciously,literary,1.0
drinking,literary,0.3333333333333333
vile,literary,1.0
adonis,literary,1.0
enchantment,literary,0.5
preponderance,literary,0.5
bottle,literary,1.0
sprayed,literary,0.5
prejudice,literary,0.3333333333333333
ellipsis,literary,1.0
gowns,literary,1.0
nerien,literary,1.0
stranger,literary,0.5
bouncing,literary,1.0
huts,literary,1.0
swiped,literary,1.0
fetching,literary,1.0
painters,literary,0.5
stoicism,literary,0.5
anatomy,literary,0.5
crudely,literary,1.0
iq,literary,1.0
hath,literary,1.0
wonderfully,literary,0.5
curettage,literary,1.0
sands,literary,0.3333333333333333
answered,literary,0.3333333333333333
hatless,literary,1.0
swallows,literary,1.0
rossoff,literary,1.0
fanning,literary,0.5
instinct,literary,1.0
crest,literary,1.0
patch,literary,0.5
heaviness,literary,1.0
tweezed,literary,1.0
sails,literary,1.0
retorted,literary,1.0
hateful,literary,1.0
musket,literary,1.0
pigeonhole,literary,1.0
stored,literary,0.3333333333333333
drunkenly,literary,1.0
flushed,literary,1.0
intimate,literary,1.0
cuff,literary,1.0
burn,literary,0.5
infield,literary,0.5
demons,literary,1.0
preparations,literary,0.5
wires,literary,0.3333333333333333
temples,literary,1.0
goofed,literary,1.0
grunt,literary,1.0
bulletins,literary,0.3333333333333333
fruit,literary,0.3333333333333333
cave,literary,1.0
pumps,literary,0.5
primaries,literary,1.0
likee,literary,1.0
ascetic,literary,1.0
moon,literary,0.3333333333333333
silence,literary,0.5
toothbrush,literary,1.0
dwellers,literary,1.0
quantities,literary,0.3333333333333333
overdue,literary,1.0
unscrewed,literary,1.0
slimed,literary,1.0
claws,literary,1.0
rental,literary,0.3333333333333333
fumed,literary,1.0
geneva,literary,0.5
haydon,literary,1.0
collie,literary,1.0
hell,literary,1.0
constructions,literary,0.5
buried,literary,0.5
gompachi,literary,1.0
stiff,literary,0.5
bum,literary,0.5
titters,literary,1.0
himself,literary,0.3333333333333333
takin,literary,1.0
jiving,literary,1.0
scratch,literary,0.3333333333333333
lurked,literary,0.5
sympathize,literary,1.0
switched,literary,0.3333333333333333
gripped,literary,0.5
pompadour,literary,1.0
woe,literary,1.0
spilling,literary,1.0
pungent,literary,1.0
